,Fecha_Retiro,Ciclo_Estacion_Retiro,ct,index
19366,2021-09-10,114.0,39,19366
19365,2021-09-10,113.0,45,19365
19364,2021-09-10,112.0,32,19364
19363,2021-09-10,111.0,74,19363
19362,2021-09-10,110.0,40,19362
19361,2021-09-10,109.0,23,19361
19360,2021-09-10,108.0,6,19360
19359,2021-09-10,107.0,62,19359
19358,2021-09-10,106.0,51,19358
19357,2021-09-10,105.0,10,19357
19356,2021-09-10,104.0,21,19356
19355,2021-09-10,103.0,65,19355
19354,2021-09-10,102.0,12,19354
19353,2021-09-10,100.0,14,19353
19352,2021-09-10,99.0,36,19352
19351,2021-09-10,98.0,12,19351
19350,2021-09-10,97.0,25,19350
19349,2021-09-10,96.0,65,19349
19348,2021-09-10,95.0,26,19348
19347,2021-09-10,94.0,15,19347
19346,2021-09-10,93.0,19,19346
19345,2021-09-10,92.0,31,19345
19344,2021-09-10,91.0,23,19344
19343,2021-09-10,90.0,13,19343
19342,2021-09-10,89.0,27,19342
19341,2021-09-10,87.0,41,19341
19340,2021-09-10,86.0,48,19340
19339,2021-09-10,85.0,43,19339
19338,2021-09-10,84.0,70,19338
19337,2021-09-10,83.0,20,19337
19336,2021-09-10,82.0,64,19336
19335,2021-09-10,81.0,11,19335
19334,2021-09-10,80.0,37,19334
19333,2021-09-10,79.0,50,19333
19332,2021-09-10,78.0,38,19332
19331,2021-09-10,77.0,39,19331
19330,2021-09-10,76.0,30,19330
19329,2021-09-10,75.0,39,19329
19328,2021-09-10,74.0,78,19328
19327,2021-09-10,73.0,58,19327
19326,2021-09-10,72.0,32,19326
19325,2021-09-10,71.0,51,19325
19324,2021-09-10,70.0,58,19324
19323,2021-09-10,69.0,38,19323
19322,2021-09-10,68.0,34,19322
19321,2021-09-10,67.0,44,19321
19320,2021-09-10,66.0,50,19320
19319,2021-09-10,65.0,24,19319
19318,2021-09-10,64.0,88,19318
19317,2021-09-10,63.0,46,19317
19316,2021-09-10,62.0,39,19316
19315,2021-09-10,61.0,39,19315
19314,2021-09-10,60.0,49,19314
19313,2021-09-10,59.0,44,19313
19312,2021-09-10,58.0,39,19312
19311,2021-09-10,57.0,25,19311
19310,2021-09-10,56.0,60,19310
19309,2021-09-10,55.0,32,19309
19308,2021-09-10,54.0,46,19308
19307,2021-09-10,53.0,65,19307
19306,2021-09-10,52.0,68,19306
19305,2021-09-10,51.0,40,19305
19304,2021-09-10,50.0,27,19304
19303,2021-09-10,49.0,42,19303
19302,2021-09-10,48.0,43,19302
19301,2021-09-10,47.0,64,19301
19300,2021-09-10,46.0,48,19300
19299,2021-09-10,45.0,57,19299
19298,2021-09-10,44.0,29,19298
19297,2021-09-10,43.0,44,19297
19296,2021-09-10,42.0,21,19296
19295,2021-09-10,41.0,105,19295
19294,2021-09-10,40.0,34,19294
19293,2021-09-10,39.0,34,19293
19292,2021-09-10,38.0,62,19292
19291,2021-09-10,37.0,51,19291
19290,2021-09-10,36.0,73,19290
19289,2021-09-10,35.0,41,19289
19288,2021-09-10,34.0,41,19288
19287,2021-09-10,33.0,49,19287
19286,2021-09-10,32.0,75,19286
19285,2021-09-10,31.0,49,19285
19284,2021-09-10,30.0,51,19284
19283,2021-09-10,29.0,30,19283
19282,2021-09-10,28.0,74,19282
19281,2021-09-10,27.0,78,19281
19280,2021-09-10,26.0,26,19280
19279,2021-09-10,25.0,52,19279
19278,2021-09-10,24.0,75,19278
19277,2021-09-10,23.0,45,19277
19276,2021-09-10,22.0,15,19276
19275,2021-09-10,21.0,31,19275
19274,2021-09-10,20.0,41,19274
19273,2021-09-10,19.0,32,19273
19272,2021-09-10,18.0,60,19272
19271,2021-09-10,17.0,36,19271
19270,2021-09-10,16.0,30,19270
19269,2021-09-10,15.0,33,19269
19268,2021-09-10,14.0,43,19268
19267,2021-09-10,13.0,11,19267
19266,2021-09-10,12.0,34,19266
19265,2021-09-10,11.0,41,19265
19264,2021-09-10,10.0,56,19264
19263,2021-09-10,9.0,45,19263
19262,2021-09-10,8.0,16,19262
19261,2021-09-10,7.0,50,19261
19260,2021-09-10,6.0,44,19260
19259,2021-09-10,5.0,33,19259
19258,2021-09-10,4.0,38,19258
19257,2021-09-10,3.0,41,19257
19256,2021-09-10,2.0,43,19256
19255,2021-09-10,1.0,104,19255
19254,2021-09-09,480.0,30,19254
19253,2021-09-09,479.0,7,19253
19252,2021-09-09,478.0,11,19252
19251,2021-09-09,477.0,22,19251
19250,2021-09-09,476.0,25,19250
19249,2021-09-09,475.0,18,19249
19248,2021-09-09,474.0,35,19248
19247,2021-09-09,473.0,20,19247
19246,2021-09-09,472.0,11,19246
19245,2021-09-09,471.0,19,19245
19244,2021-09-09,470.0,29,19244
19243,2021-09-09,469.0,8,19243
19242,2021-09-09,468.0,21,19242
19241,2021-09-09,467.0,10,19241
19240,2021-09-09,466.0,11,19240
19239,2021-09-09,465.0,20,19239
19238,2021-09-09,464.0,10,19238
19237,2021-09-09,463.0,17,19237
19236,2021-09-09,462.0,10,19236
19235,2021-09-09,461.0,24,19235
19234,2021-09-09,460.0,25,19234
19233,2021-09-09,459.0,15,19233
19232,2021-09-09,458.0,21,19232
19231,2021-09-09,457.0,10,19231
19230,2021-09-09,456.0,12,19230
19229,2021-09-09,455.0,37,19229
19228,2021-09-09,454.0,2,19228
19227,2021-09-09,453.0,19,19227
19226,2021-09-09,452.0,23,19226
19225,2021-09-09,451.0,10,19225
19224,2021-09-09,450.0,24,19224
19223,2021-09-09,449.0,31,19223
19222,2021-09-09,448.0,23,19222
19221,2021-09-09,447.0,50,19221
19220,2021-09-09,446.0,26,19220
19219,2021-09-09,445.0,6,19219
19218,2021-09-09,444.0,5,19218
19217,2021-09-09,443.0,13,19217
19216,2021-09-09,441.0,17,19216
19215,2021-09-09,439.0,20,19215
19214,2021-09-09,438.0,8,19214
19213,2021-09-09,437.0,12,19213
19212,2021-09-09,436.0,15,19212
19211,2021-09-09,435.0,9,19211
19210,2021-09-09,434.0,16,19210
19209,2021-09-09,433.0,21,19209
19208,2021-09-09,432.0,15,19208
19207,2021-09-09,430.0,13,19207
19206,2021-09-09,429.0,14,19206
19205,2021-09-09,428.0,17,19205
19204,2021-09-09,427.0,9,19204
19203,2021-09-09,426.0,20,19203
19202,2021-09-09,425.0,19,19202
19201,2021-09-09,424.0,13,19201
19200,2021-09-09,423.0,7,19200
19199,2021-09-09,422.0,7,19199
19198,2021-09-09,421.0,21,19198
19197,2021-09-09,420.0,45,19197
19196,2021-09-09,417.0,12,19196
19195,2021-09-09,416.0,14,19195
19194,2021-09-09,415.0,13,19194
19193,2021-09-09,414.0,15,19193
19192,2021-09-09,413.0,16,19192
19191,2021-09-09,412.0,10,19191
19190,2021-09-09,411.0,1,19190
19189,2021-09-09,410.0,6,19189
19188,2021-09-09,409.0,11,19188
19187,2021-09-09,408.0,6,19187
19186,2021-09-09,407.0,7,19186
19185,2021-09-09,406.0,3,19185
19184,2021-09-09,405.0,28,19184
19183,2021-09-09,404.0,44,19183
19182,2021-09-09,403.0,17,19182
19181,2021-09-09,402.0,7,19181
19180,2021-09-09,401.0,13,19180
19179,2021-09-09,400.0,17,19179
19178,2021-09-09,399.0,16,19178
19177,2021-09-09,398.0,37,19177
19176,2021-09-09,397.0,14,19176
19175,2021-09-09,396.0,22,19175
19174,2021-09-09,395.0,20,19174
19173,2021-09-09,394.0,24,19173
19172,2021-09-09,393.0,14,19172
19171,2021-09-09,392.0,19,19171
19170,2021-09-09,391.0,42,19170
19169,2021-09-09,390.0,56,19169
19168,2021-09-09,389.0,18,19168
19167,2021-09-09,388.0,8,19167
19166,2021-09-09,387.0,16,19166
19165,2021-09-09,386.0,26,19165
19164,2021-09-09,385.0,27,19164
19163,2021-09-09,384.0,21,19163
19162,2021-09-09,383.0,18,19162
19161,2021-09-09,382.0,19,19161
19160,2021-09-09,381.0,17,19160
19159,2021-09-09,380.0,11,19159
19158,2021-09-09,379.0,10,19158
19157,2021-09-09,378.0,4,19157
19156,2021-09-09,377.0,24,19156
19155,2021-09-09,376.0,9,19155
19154,2021-09-09,375.0,7,19154
19153,2021-09-09,374.0,17,19153
19152,2021-09-09,373.0,4,19152
19151,2021-09-09,372.0,20,19151
19150,2021-09-09,371.0,20,19150
19149,2021-09-09,370.0,13,19149
19148,2021-09-09,369.0,40,19148
19147,2021-09-09,368.0,13,19147
19146,2021-09-09,367.0,15,19146
19145,2021-09-09,366.0,15,19145
19144,2021-09-09,365.0,15,19144
19143,2021-09-09,364.0,6,19143
19142,2021-09-09,363.0,15,19142
19141,2021-09-09,362.0,8,19141
19140,2021-09-09,360.0,21,19140
19139,2021-09-09,359.0,46,19139
19138,2021-09-09,358.0,9,19138
19137,2021-09-09,357.0,15,19137
19136,2021-09-09,356.0,24,19136
19135,2021-09-09,355.0,13,19135
19134,2021-09-09,354.0,19,19134
19133,2021-09-09,353.0,7,19133
19132,2021-09-09,352.0,24,19132
19131,2021-09-09,351.0,34,19131
19130,2021-09-09,350.0,14,19130
19129,2021-09-09,349.0,17,19129
19128,2021-09-09,348.0,12,19128
19127,2021-09-09,347.0,17,19127
19126,2021-09-09,346.0,7,19126
19125,2021-09-09,345.0,13,19125
19124,2021-09-09,344.0,5,19124
19123,2021-09-09,343.0,16,19123
19122,2021-09-09,342.0,14,19122
19121,2021-09-09,341.0,36,19121
19120,2021-09-09,340.0,40,19120
19119,2021-09-09,339.0,7,19119
19118,2021-09-09,338.0,21,19118
19117,2021-09-09,337.0,21,19117
19116,2021-09-09,336.0,16,19116
19115,2021-09-09,335.0,13,19115
19114,2021-09-09,334.0,28,19114
19113,2021-09-09,333.0,16,19113
19112,2021-09-09,332.0,6,19112
19111,2021-09-09,331.0,42,19111
19110,2021-09-09,330.0,12,19110
19109,2021-09-09,329.0,14,19109
19108,2021-09-09,328.0,12,19108
19107,2021-09-09,327.0,23,19107
19106,2021-09-09,326.0,53,19106
19105,2021-09-09,325.0,27,19105
19104,2021-09-09,324.0,18,19104
19103,2021-09-09,323.0,22,19103
19102,2021-09-09,322.0,16,19102
19101,2021-09-09,321.0,26,19101
19100,2021-09-09,320.0,28,19100
19099,2021-09-09,319.0,12,19099
19098,2021-09-09,318.0,14,19098
19097,2021-09-09,317.0,47,19097
19096,2021-09-09,316.0,26,19096
19095,2021-09-09,314.0,9,19095
19094,2021-09-09,313.0,22,19094
19093,2021-09-09,312.0,25,19093
19092,2021-09-09,311.0,6,19092
19091,2021-09-09,310.0,34,19091
19090,2021-09-09,309.0,15,19090
19089,2021-09-09,308.0,25,19089
19088,2021-09-09,307.0,6,19088
19087,2021-09-09,306.0,26,19087
19086,2021-09-09,305.0,63,19086
19085,2021-09-09,304.0,19,19085
19084,2021-09-09,303.0,27,19084
19083,2021-09-09,302.0,50,19083
19082,2021-09-09,301.0,29,19082
19081,2021-09-09,300.0,38,19081
19080,2021-09-09,299.0,27,19080
19079,2021-09-09,298.0,31,19079
19078,2021-09-09,297.0,41,19078
19077,2021-09-09,296.0,17,19077
19076,2021-09-09,295.0,86,19076
19075,2021-09-09,294.0,8,19075
19074,2021-09-09,293.0,12,19074
19073,2021-09-09,292.0,30,19073
19072,2021-09-09,291.0,35,19072
19071,2021-09-09,290.0,29,19071
19070,2021-09-09,289.0,16,19070
19069,2021-09-09,288.0,22,19069
19068,2021-09-09,287.0,17,19068
19067,2021-09-09,286.0,42,19067
19066,2021-09-09,285.0,23,19066
19065,2021-09-09,284.0,18,19065
19064,2021-09-09,283.0,11,19064
19063,2021-09-09,282.0,19,19063
19062,2021-09-09,281.0,27,19062
19061,2021-09-09,279.0,17,19061
19060,2021-09-09,278.0,22,19060
19059,2021-09-09,277.0,27,19059
19058,2021-09-09,276.0,60,19058
19057,2021-09-09,275.0,4,19057
19056,2021-09-09,274.0,31,19056
19055,2021-09-09,273.0,36,19055
19054,2021-09-09,272.0,53,19054
19053,2021-09-09,271.0,69,19053
19052,2021-09-09,270.0,56,19052
19051,2021-09-09,269.0,4,19051
19050,2021-09-09,268.0,15,19050
19049,2021-09-09,267.0,20,19049
19048,2021-09-09,266.0,71,19048
19047,2021-09-09,265.0,23,19047
19046,2021-09-09,264.0,4,19046
19045,2021-09-09,263.0,29,19045
19044,2021-09-09,262.0,24,19044
19043,2021-09-09,261.0,15,19043
19042,2021-09-09,260.0,26,19042
19041,2021-09-09,259.0,27,19041
19040,2021-09-09,258.0,47,19040
19039,2021-09-09,257.0,15,19039
19038,2021-09-09,256.0,55,19038
19037,2021-09-09,255.0,36,19037
19036,2021-09-09,254.0,51,19036
19035,2021-09-09,253.0,26,19035
19034,2021-09-09,252.0,26,19034
19033,2021-09-09,251.0,23,19033
19032,2021-09-09,250.0,19,19032
19031,2021-09-09,249.0,24,19031
19030,2021-09-09,248.0,11,19030
19029,2021-09-09,247.0,6,19029
19028,2021-09-09,246.0,34,19028
19027,2021-09-09,245.0,10,19027
19026,2021-09-09,244.0,13,19026
19025,2021-09-09,243.0,11,19025
19024,2021-09-09,242.0,42,19024
19023,2021-09-09,241.0,19,19023
19022,2021-09-09,240.0,16,19022
19021,2021-09-09,239.0,17,19021
19020,2021-09-09,238.0,36,19020
19019,2021-09-09,237.0,21,19019
19018,2021-09-09,236.0,25,19018
19017,2021-09-09,235.0,15,19017
19016,2021-09-09,234.0,16,19016
19015,2021-09-09,233.0,29,19015
19014,2021-09-09,232.0,14,19014
19013,2021-09-09,231.0,14,19013
19012,2021-09-09,230.0,9,19012
19011,2021-09-09,229.0,12,19011
19010,2021-09-09,228.0,26,19010
19009,2021-09-09,227.0,13,19009
19008,2021-09-09,226.0,17,19008
19007,2021-09-09,225.0,22,19007
19006,2021-09-09,224.0,21,19006
19005,2021-09-09,223.0,24,19005
19004,2021-09-09,222.0,19,19004
19003,2021-09-09,221.0,21,19003
19002,2021-09-09,220.0,6,19002
19001,2021-09-09,219.0,17,19001
19000,2021-09-09,218.0,4,19000
18999,2021-09-09,217.0,42,18999
18998,2021-09-09,216.0,16,18998
18997,2021-09-09,215.0,15,18997
18996,2021-09-09,214.0,6,18996
18995,2021-09-09,213.0,7,18995
18994,2021-09-09,212.0,23,18994
18993,2021-09-09,211.0,62,18993
18992,2021-09-09,210.0,22,18992
18991,2021-09-09,209.0,18,18991
18990,2021-09-09,207.0,20,18990
18989,2021-09-09,206.0,42,18989
18988,2021-09-09,205.0,21,18988
18987,2021-09-09,204.0,22,18987
18986,2021-09-09,203.0,14,18986
18985,2021-09-09,202.0,12,18985
18984,2021-09-09,201.0,13,18984
18983,2021-09-09,200.0,10,18983
18982,2021-09-09,199.0,8,18982
18981,2021-09-09,198.0,11,18981
18980,2021-09-09,197.0,36,18980
18979,2021-09-09,196.0,15,18979
18978,2021-09-09,195.0,28,18978
18977,2021-09-09,194.0,51,18977
18976,2021-09-09,192.0,28,18976
18975,2021-09-09,191.0,17,18975
18974,2021-09-09,190.0,16,18974
18973,2021-09-09,189.0,11,18973
18972,2021-09-09,188.0,15,18972
18971,2021-09-09,187.0,33,18971
18970,2021-09-09,186.0,39,18970
18969,2021-09-09,185.0,45,18969
18968,2021-09-09,184.0,34,18968
18967,2021-09-09,182.0,97,18967
18966,2021-09-09,181.0,37,18966
18965,2021-09-09,180.0,49,18965
18964,2021-09-09,179.0,44,18964
18963,2021-09-09,178.0,26,18963
18962,2021-09-09,177.0,35,18962
18961,2021-09-09,176.0,32,18961
18960,2021-09-09,175.0,14,18960
18959,2021-09-09,174.0,69,18959
18958,2021-09-09,173.0,32,18958
18957,2021-09-09,172.0,23,18957
18956,2021-09-09,171.0,35,18956
18955,2021-09-09,170.0,39,18955
18954,2021-09-09,169.0,39,18954
18953,2021-09-09,168.0,22,18953
18952,2021-09-09,167.0,35,18952
18951,2021-09-09,166.0,26,18951
18950,2021-09-09,165.0,46,18950
18949,2021-09-09,164.0,36,18949
18948,2021-09-09,163.0,52,18948
18947,2021-09-09,162.0,38,18947
18946,2021-09-09,161.0,34,18946
18945,2021-09-09,160.0,15,18945
18944,2021-09-09,159.0,49,18944
18943,2021-09-09,158.0,34,18943
18942,2021-09-09,157.0,20,18942
18941,2021-09-09,156.0,30,18941
18940,2021-09-09,155.0,19,18940
18939,2021-09-09,154.0,45,18939
18938,2021-09-09,153.0,29,18938
18937,2021-09-09,152.0,30,18937
18936,2021-09-09,151.0,48,18936
18935,2021-09-09,150.0,69,18935
18934,2021-09-09,149.0,62,18934
18933,2021-09-09,148.0,32,18933
18932,2021-09-09,147.0,28,18932
18931,2021-09-09,146.0,65,18931
18930,2021-09-09,145.0,59,18930
18929,2021-09-09,144.0,30,18929
18928,2021-09-09,143.0,36,18928
18927,2021-09-09,142.0,63,18927
18926,2021-09-09,141.0,83,18926
18925,2021-09-09,140.0,40,18925
18924,2021-09-09,139.0,45,18924
18923,2021-09-09,138.0,47,18923
18922,2021-09-09,137.0,33,18922
18921,2021-09-09,136.0,76,18921
18920,2021-09-09,135.0,55,18920
18919,2021-09-09,134.0,57,18919
18918,2021-09-09,133.0,53,18918
18917,2021-09-09,132.0,37,18917
18916,2021-09-09,131.0,40,18916
18915,2021-09-09,130.0,23,18915
18914,2021-09-09,129.0,37,18914
18913,2021-09-09,128.0,42,18913
18912,2021-09-09,127.0,29,18912
18911,2021-09-09,126.0,57,18911
18910,2021-09-09,125.0,59,18910
18909,2021-09-09,124.0,63,18909
18908,2021-09-09,123.0,51,18908
18907,2021-09-09,122.0,22,18907
18906,2021-09-09,121.0,43,18906
18905,2021-09-09,120.0,39,18905
18904,2021-09-09,119.0,59,18904
18903,2021-09-09,118.0,24,18903
18902,2021-09-09,117.0,46,18902
18901,2021-09-09,116.0,53,18901
18900,2021-09-09,115.0,52,18900
18899,2021-09-09,114.0,45,18899
18898,2021-09-09,113.0,48,18898
18897,2021-09-09,112.0,33,18897
18896,2021-09-09,111.0,83,18896
18895,2021-09-09,110.0,34,18895
18894,2021-09-09,109.0,26,18894
18893,2021-09-09,108.0,15,18893
18892,2021-09-09,107.0,48,18892
18891,2021-09-09,106.0,40,18891
18890,2021-09-09,105.0,6,18890
18889,2021-09-09,104.0,13,18889
18888,2021-09-09,103.0,60,18888
18887,2021-09-09,102.0,15,18887
18886,2021-09-09,100.0,12,18886
18885,2021-09-09,99.0,27,18885
18884,2021-09-09,98.0,23,18884
18883,2021-09-09,97.0,25,18883
18882,2021-09-09,96.0,74,18882
18881,2021-09-09,95.0,25,18881
18880,2021-09-09,94.0,20,18880
18879,2021-09-09,93.0,16,18879
18878,2021-09-09,92.0,35,18878
18877,2021-09-09,91.0,23,18877
18876,2021-09-09,90.0,11,18876
18875,2021-09-09,89.0,24,18875
18874,2021-09-09,87.0,43,18874
18873,2021-09-09,86.0,49,18873
18872,2021-09-09,85.0,38,18872
18871,2021-09-09,84.0,62,18871
18870,2021-09-09,83.0,36,18870
18869,2021-09-09,82.0,54,18869
18868,2021-09-09,81.0,19,18868
18867,2021-09-09,80.0,46,18867
18866,2021-09-09,79.0,47,18866
18865,2021-09-09,78.0,18,18865
18864,2021-09-09,77.0,51,18864
18863,2021-09-09,76.0,34,18863
18862,2021-09-09,75.0,40,18862
18861,2021-09-09,74.0,66,18861
18860,2021-09-09,73.0,74,18860
18859,2021-09-09,72.0,49,18859
18858,2021-09-09,71.0,29,18858
18857,2021-09-09,70.0,49,18857
18856,2021-09-09,69.0,33,18856
18855,2021-09-09,68.0,50,18855
18854,2021-09-09,67.0,16,18854
18853,2021-09-09,66.0,51,18853
18852,2021-09-09,65.0,31,18852
18851,2021-09-09,64.0,101,18851
18850,2021-09-09,63.0,43,18850
18849,2021-09-09,62.0,45,18849
18848,2021-09-09,61.0,51,18848
18847,2021-09-09,60.0,42,18847
18846,2021-09-09,59.0,49,18846
18845,2021-09-09,58.0,46,18845
18844,2021-09-09,57.0,38,18844
18843,2021-09-09,56.0,58,18843
18842,2021-09-09,55.0,38,18842
18841,2021-09-09,54.0,46,18841
18840,2021-09-09,53.0,56,18840
18839,2021-09-09,52.0,68,18839
18838,2021-09-09,51.0,49,18838
18837,2021-09-09,50.0,31,18837
18836,2021-09-09,49.0,53,18836
18835,2021-09-09,48.0,53,18835
18834,2021-09-09,47.0,61,18834
18833,2021-09-09,46.0,56,18833
18832,2021-09-09,45.0,80,18832
18831,2021-09-09,44.0,53,18831
18830,2021-09-09,43.0,53,18830
18829,2021-09-09,42.0,29,18829
18828,2021-09-09,41.0,115,18828
18827,2021-09-09,40.0,36,18827
18826,2021-09-09,39.0,31,18826
18825,2021-09-09,38.0,73,18825
18824,2021-09-09,37.0,63,18824
18823,2021-09-09,36.0,63,18823
18822,2021-09-09,35.0,44,18822
18821,2021-09-09,34.0,52,18821
18820,2021-09-09,33.0,48,18820
18819,2021-09-09,32.0,68,18819
18818,2021-09-09,31.0,40,18818
18817,2021-09-09,30.0,33,18817
18816,2021-09-09,29.0,32,18816
18815,2021-09-09,28.0,79,18815
18814,2021-09-09,27.0,94,18814
18813,2021-09-09,26.0,31,18813
18812,2021-09-09,25.0,52,18812
18811,2021-09-09,24.0,70,18811
18810,2021-09-09,23.0,46,18810
18809,2021-09-09,22.0,29,18809
18808,2021-09-09,21.0,19,18808
18807,2021-09-09,20.0,41,18807
18806,2021-09-09,19.0,39,18806
18805,2021-09-09,18.0,77,18805
18804,2021-09-09,17.0,49,18804
18803,2021-09-09,16.0,33,18803
18802,2021-09-09,15.0,42,18802
18801,2021-09-09,14.0,45,18801
18800,2021-09-09,13.0,9,18800
18799,2021-09-09,12.0,36,18799
18798,2021-09-09,11.0,51,18798
18797,2021-09-09,10.0,53,18797
18796,2021-09-09,9.0,34,18796
18795,2021-09-09,8.0,25,18795
18794,2021-09-09,7.0,60,18794
18793,2021-09-09,6.0,46,18793
18792,2021-09-09,5.0,40,18792
18791,2021-09-09,4.0,33,18791
18790,2021-09-09,3.0,54,18790
18789,2021-09-09,2.0,36,18789
18788,2021-09-09,1.0,119,18788
18787,2021-09-08,480.0,32,18787
18786,2021-09-08,479.0,10,18786
18785,2021-09-08,478.0,17,18785
18784,2021-09-08,477.0,20,18784
18783,2021-09-08,476.0,28,18783
18782,2021-09-08,475.0,15,18782
18781,2021-09-08,474.0,11,18781
18780,2021-09-08,473.0,15,18780
18779,2021-09-08,471.0,15,18779
18778,2021-09-08,470.0,25,18778
18777,2021-09-08,469.0,13,18777
18776,2021-09-08,468.0,13,18776
18775,2021-09-08,467.0,18,18775
18774,2021-09-08,466.0,9,18774
18773,2021-09-08,465.0,23,18773
18772,2021-09-08,464.0,10,18772
18771,2021-09-08,463.0,9,18771
18770,2021-09-08,462.0,12,18770
18769,2021-09-08,461.0,23,18769
18768,2021-09-08,460.0,25,18768
18767,2021-09-08,459.0,18,18767
18766,2021-09-08,458.0,26,18766
18765,2021-09-08,457.0,5,18765
18764,2021-09-08,456.0,17,18764
18763,2021-09-08,455.0,41,18763
18762,2021-09-08,454.0,6,18762
18761,2021-09-08,453.0,20,18761
18760,2021-09-08,452.0,23,18760
18759,2021-09-08,451.0,6,18759
18758,2021-09-08,450.0,35,18758
18757,2021-09-08,449.0,33,18757
18756,2021-09-08,448.0,1,18756
18755,2021-09-08,447.0,44,18755
18754,2021-09-08,446.0,8,18754
18753,2021-09-08,445.0,11,18753
18752,2021-09-08,444.0,3,18752
18751,2021-09-08,443.0,10,18751
18750,2021-09-08,441.0,8,18750
18749,2021-09-08,439.0,16,18749
18748,2021-09-08,438.0,10,18748
18747,2021-09-08,437.0,8,18747
18746,2021-09-08,436.0,14,18746
18745,2021-09-08,435.0,8,18745
18744,2021-09-08,434.0,7,18744
18743,2021-09-08,433.0,18,18743
18742,2021-09-08,432.0,23,18742
18741,2021-09-08,430.0,14,18741
18740,2021-09-08,429.0,6,18740
18739,2021-09-08,428.0,7,18739
18738,2021-09-08,427.0,12,18738
18737,2021-09-08,426.0,16,18737
18736,2021-09-08,425.0,10,18736
18735,2021-09-08,424.0,2,18735
18734,2021-09-08,423.0,5,18734
18733,2021-09-08,422.0,4,18733
18732,2021-09-08,421.0,14,18732
18731,2021-09-08,420.0,39,18731
18730,2021-09-08,419.0,1,18730
18729,2021-09-08,417.0,6,18729
18728,2021-09-08,416.0,20,18728
18727,2021-09-08,415.0,18,18727
18726,2021-09-08,414.0,21,18726
18725,2021-09-08,413.0,1,18725
18724,2021-09-08,412.0,20,18724
18723,2021-09-08,411.0,3,18723
18722,2021-09-08,410.0,5,18722
18721,2021-09-08,409.0,10,18721
18720,2021-09-08,408.0,21,18720
18719,2021-09-08,407.0,10,18719
18718,2021-09-08,406.0,5,18718
18717,2021-09-08,405.0,23,18717
18716,2021-09-08,404.0,36,18716
18715,2021-09-08,403.0,1,18715
18714,2021-09-08,402.0,8,18714
18713,2021-09-08,401.0,18,18713
18712,2021-09-08,400.0,6,18712
18711,2021-09-08,399.0,14,18711
18710,2021-09-08,398.0,29,18710
18709,2021-09-08,397.0,17,18709
18708,2021-09-08,396.0,20,18708
18707,2021-09-08,395.0,15,18707
18706,2021-09-08,394.0,10,18706
18705,2021-09-08,393.0,19,18705
18704,2021-09-08,392.0,28,18704
18703,2021-09-08,391.0,46,18703
18702,2021-09-08,390.0,54,18702
18701,2021-09-08,389.0,26,18701
18700,2021-09-08,388.0,8,18700
18699,2021-09-08,387.0,6,18699
18698,2021-09-08,386.0,23,18698
18697,2021-09-08,385.0,28,18697
18696,2021-09-08,384.0,43,18696
18695,2021-09-08,383.0,8,18695
18694,2021-09-08,382.0,11,18694
18693,2021-09-08,381.0,24,18693
18692,2021-09-08,380.0,5,18692
18691,2021-09-08,379.0,10,18691
18690,2021-09-08,378.0,7,18690
18689,2021-09-08,377.0,24,18689
18688,2021-09-08,376.0,5,18688
18687,2021-09-08,375.0,12,18687
18686,2021-09-08,374.0,17,18686
18685,2021-09-08,373.0,13,18685
18684,2021-09-08,372.0,31,18684
18683,2021-09-08,371.0,16,18683
18682,2021-09-08,370.0,17,18682
18681,2021-09-08,369.0,38,18681
18680,2021-09-08,368.0,8,18680
18679,2021-09-08,367.0,20,18679
18678,2021-09-08,366.0,12,18678
18677,2021-09-08,365.0,24,18677
18676,2021-09-08,364.0,10,18676
18675,2021-09-08,363.0,7,18675
18674,2021-09-08,362.0,11,18674
18673,2021-09-08,360.0,23,18673
18672,2021-09-08,359.0,33,18672
18671,2021-09-08,358.0,12,18671
18670,2021-09-08,357.0,14,18670
18669,2021-09-08,356.0,27,18669
18668,2021-09-08,355.0,13,18668
18667,2021-09-08,354.0,19,18667
18666,2021-09-08,353.0,4,18666
18665,2021-09-08,352.0,17,18665
18664,2021-09-08,351.0,29,18664
18663,2021-09-08,350.0,14,18663
18662,2021-09-08,349.0,7,18662
18661,2021-09-08,348.0,5,18661
18660,2021-09-08,347.0,25,18660
18659,2021-09-08,346.0,7,18659
18658,2021-09-08,345.0,15,18658
18657,2021-09-08,344.0,12,18657
18656,2021-09-08,343.0,10,18656
18655,2021-09-08,342.0,12,18655
18654,2021-09-08,341.0,30,18654
18653,2021-09-08,340.0,43,18653
18652,2021-09-08,339.0,3,18652
18651,2021-09-08,338.0,9,18651
18650,2021-09-08,337.0,18,18650
18649,2021-09-08,336.0,8,18649
18648,2021-09-08,335.0,13,18648
18647,2021-09-08,334.0,26,18647
18646,2021-09-08,333.0,22,18646
18645,2021-09-08,332.0,8,18645
18644,2021-09-08,331.0,28,18644
18643,2021-09-08,330.0,10,18643
18642,2021-09-08,329.0,27,18642
18641,2021-09-08,328.0,9,18641
18640,2021-09-08,327.0,33,18640
18639,2021-09-08,326.0,50,18639
18638,2021-09-08,325.0,33,18638
18637,2021-09-08,324.0,15,18637
18636,2021-09-08,323.0,13,18636
18635,2021-09-08,322.0,15,18635
18634,2021-09-08,321.0,33,18634
18633,2021-09-08,320.0,16,18633
18632,2021-09-08,319.0,9,18632
